Comercio;ID Comercio;Fecha de Ingreso;Región;Estado;Ciudad;Producto;Precio por Unidad;Unidades Vendidas;Precio Final;Ganancias;Margen Operativo;Metodo de venta;;;
West Gear;1128299;14/2/2021;West;Nevada;Las Vegas;Women's Street Footwear;$55,00 ;400;$ 22.000;$13.200 ;40%;Outlet;;;
West Gear;1128299;28/11/2020;West;Nevada;Las Vegas;Women's Athletic Footwear;$55,00 ;300;$ 16.500;$10.725 ;35%;Outlet;;;
West Gear;1128299;29/7/2020;West;Nevada;Las Vegas;Men's Apparel;$60,00 ;175;$ 10.500;$4.725 ;55%;Outlet;;;
West Gear;1128299;29/9/2020;West;Nevada;Las Vegas;Women's Apparel;$55,00 ;375;$ 20.625;$16.500 ;20%;Outlet;;;
West Gear;1128299;9/5/2020;West;Nevada;Las Vegas;Men's Street Footwear;$60,00 ;550;$ 33.000;$19.800 ;40%;Outlet;;;
West Gear;1128299;8/5/2021;West;Nevada;Las Vegas;Men's Athletic Footwear;$65,00 ;350;$ 22.750;$17.063 ;25%;Outlet;;;
West Gear;1128299;14/11/2020;West;Nevada;Las Vegas;Women's Street Footwear;$65,00 ;400;$ 26.000;$15.600 ;40%;Outlet;;;
West Gear;1128299;22/4/2020;West;Nevada;Las Vegas;Women's Athletic Footwear;$60,00 ;300;$ 18.000;$11.700 ;35%;Outlet;;;
West Gear;1128299;27/4/2021;West;Nevada;Las Vegas;Men's Apparel;$65,00 ;200;$ 13.000;$5.850 ;55%;Outlet;;;
West Gear;1128299;25/7/2020;West;Nevada;Las Vegas;Women's Apparel;$80,00 ;350;$ 28.000;$22.400 ;20%;Outlet;;;
West Gear;1128299;25/8/2021;West;Nevada;Las Vegas;Men's Street Footwear;$60,00 ;550;$ 33.000;$18.150 ;45%;Outlet;;;
West Gear;1128299;8/4/2021;West;Nevada;Las Vegas;Men's Athletic Footwear;$65,00 ;400;$ 26.000;$18.200 ;30%;Outlet;;;
West Gear;1128299;25/2/2021;West;Nevada;Las Vegas;Women's Street Footwear;$65,00 ;400;$ 26.000;$14.300 ;45%;Outlet;;;
West Gear;1128299;1/9/2021;West;Nevada;Las Vegas;Women's Athletic Footwear;$60,00 ;300;$ 18.000;$10.800 ;40%;Outlet;;;
West Gear;1128299;23/4/2021;West;Nevada;Las Vegas;Men's Apparel;$65,00 ;200;$ 13.000;$5.200 ;60%;Outlet;;;
West Gear;1128299;20/4/2020;West;Nevada;Las Vegas;Women's Apparel;$80,00 ;450;$ 36.000;$27.000 ;25%;Outlet;;;
West Gear;1128299;10/7/2020;West;Nevada;Las Vegas;Men's Street Footwear;$60,00 ;700;$ 42.000;$23.100 ;45%;Outlet;;;
West Gear;1128299;11/4/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;$65,00 ;550;$ 35.750;$25.025 ;30%;Outlet;;;
West Gear;1128299;22/5/2020;West;Nevada;Las Vegas;Women's Street Footwear;$65,00 ;550;$ 35.750;$19.663 ;45%;Outlet;;;
West Gear;1128299;10/4/2020;West;Nevada;Las Vegas;Women's Athletic Footwear;$60,00 ;425;$ 25.500;$15.300 ;40%;Outlet;;;
West Gear;1128299;29/12/2021;West;Nevada;Las Vegas;Men's Apparel;$65,00 ;300;$ 19.500;$7.800 ;60%;Outlet;;;
West Gear;1128299;11/7/2020;West;Nevada;Las Vegas;Women's Apparel;$80,00 ;600;$ 48.000;$36.000 ;25%;Outlet;;;
West Gear;1128299;28/11/2021;West;Nevada;Las Vegas;Men's Street Footwear;$60,00 ;750;$ 45.000;$27.000 ;40%;Outlet;;;
West Gear;1128299;27/6/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;$65,00 ;600;$ 39.000;$29.250 ;25%;Outlet;;;
West Gear;1128299;25/5/2020;West;Nevada;Las Vegas;Women's Street Footwear;$65,00 ;550;$ 35.750;$21.450 ;40%;In-store;;;
West Gear;1128299;11/5/2020;West;Nevada;Las Vegas;Women's Athletic Footwear;$60,00 ;450;$ 27.000;$17.550 ;35%;In-store;;;
West Gear;1128299;18/2/2020;West;Nevada;Las Vegas;Men's Apparel;$65,00 ;500;$ 32.500;$14.625 ;55%;In-store;;;
West Gear;1128299;24/1/2020;West;Nevada;Las Vegas;Women's Apparel;$80,00 ;500;$ 40.000;$32.000 ;20%;In-store;;;
West Gear;1128299;27/3/2020;West;Nevada;Las Vegas;Men's Street Footwear;$65,00 ;700;$ 45.500;$27.300 ;40%;In-store;;;
West Gear;1128299;3/8/2021;West;Nevada;Las Vegas;Men's Athletic Footwear;$70,00 ;650;$ 45.500;$34.125 ;25%;In-store;;;
West Gear;1128299;7/1/2021;West;Nevada;Las Vegas;Women's Street Footwear;$65,00 ;525;$ 34.125;$20.475 ;40%;In-store;;;
West Gear;1128299;3/4/2020;West;Nevada;Las Vegas;Women's Athletic Footwear;$65,00 ;475;$ 30.875;$20.069 ;35%;In-store;;;
West Gear;1128299;6/3/2021;West;Nevada;Las Vegas;Men's Apparel;$75,00 ;475;$ 35.625;$16.031 ;55%;In-store;;;
West Gear;1128299;26/4/2021;West;Nevada;Las Vegas;Women's Apparel;$80,00 ;400;$ 32.000;$25.600 ;20%;In-store;;;
West Gear;1128299;23/4/2021;West;Nevada;Las Vegas;Men's Street Footwear;$60,00 ;600;$ 36.000;$23.400 ;35%;In-store;;;
West Gear;1128299;1/7/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;$65,00 ;600;$ 39.000;$31.200 ;20%;In-store;;;
West Gear;1128299;18/2/2021;West;Nevada;Las Vegas;Women's Street Footwear;$60,00 ;450;$ 27.000;$17.550 ;35%;In-store;;;
West Gear;1128299;7/8/2020;West;Nevada;Las Vegas;Women's Athletic Footwear;$60,00 ;400;$ 24.000;$16.800 ;30%;In-store;;;
West Gear;1128299;5/11/2021;West;Nevada;Las Vegas;Men's Apparel;$70,00 ;400;$ 28.000;$14.000 ;50%;In-store;;;
West Gear;1128299;21/1/2021;West;Nevada;Las Vegas;Women's Apparel;$75,00 ;450;$ 33.750;$28.688 ;15%;In-store;;;
West Gear;1128299;3/9/2021;West;Nevada;Las Vegas;Men's Street Footwear;$60,00 ;550;$ 33.000;$21.450 ;35%;In-store;;;
West Gear;1128299;22/2/2021;West;Nevada;Las Vegas;Men's Athletic Footwear;$65,00 ;550;$ 35.750;$28.600 ;20%;In-store;;;
West Gear;1128299;9/11/2021;West;Nevada;Las Vegas;Women's Street Footwear;$60,00 ;375;$ 22.500;$14.625 ;35%;In-store;;;
West Gear;1128299;15/8/2021;West;Nevada;Las Vegas;Women's Athletic Footwear;$60,00 ;350;$ 21.000;$14.700 ;30%;In-store;;;
West Gear;1128299;10/5/2021;West;Nevada;Las Vegas;Men's Apparel;$70,00 ;325;$ 22.750;$11.375 ;50%;In-store;;;
West Gear;1128299;3/9/2020;West;Nevada;Las Vegas;Women's Apparel;$75,00 ;375;$ 28.125;$23.906 ;15%;In-store;;;
West Gear;1128299;20/8/2021;West;Nevada;Las Vegas;Men's Street Footwear;$60,00 ;575;$ 34.500;$22.425 ;35%;In-store;;;
West Gear;1128299;13/8/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;$65,00 ;575;$ 37.375;$29.900 ;20%;In-store;;;
West Gear;1128299;12/3/2020;West;Nevada;Las Vegas;Women's Street Footwear;$60,00 ;425;$ 25.500;$16.575 ;35%;In-store;;;
West Gear;1128299;10/12/2020;West;Nevada;Las Vegas;Women's Athletic Footwear;$60,00 ;400;$ 24.000;$16.800 ;30%;In-store;;;
West Gear;1128299;28/5/2021;West;Nevada;Las Vegas;Men's Apparel;$70,00 ;350;$ 24.500;$12.250 ;50%;In-store;;;
West Gear;1128299;26/12/2020;West;Nevada;Las Vegas;Women's Apparel;$75,00 ;475;$ 35.625;$30.281 ;15%;In-store;;;
West Gear;1128299;23/7/2021;West;Nevada;Las Vegas;Men's Street Footwear;$60,00 ;675;$ 40.500;$26.325 ;35%;In-store;;;
West Gear;1128299;25/5/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;$65,00 ;675;$ 43.875;$35.100 ;20%;In-store;;;
West Gear;1128299;1/3/2021;West;Nevada;Las Vegas;Women's Street Footwear;$60,00 ;475;$ 28.500;$18.525 ;35%;In-store;;;
West Gear;1128299;5/2/2020;West;Nevada;Las Vegas;Women's Athletic Footwear;$60,00 ;475;$ 28.500;$19.950 ;30%;In-store;;;
West Gear;1128299;3/11/2021;West;Nevada;Las Vegas;Men's Apparel;$70,00 ;400;$ 28.000;$14.000 ;50%;In-store;;;
West Gear;1128299;24/1/2021;West;Nevada;Las Vegas;Women's Apparel;$75,00 ;500;$ 37.500;$31.875 ;15%;In-store;;;
West Gear;1128299;4/12/2020;West;Nevada;Las Vegas;Men's Street Footwear;$30,00 ;425;$ 12.750;$8.288 ;35%;In-store;;;
West Gear;1128299;23/3/2020;West;Nevada;Las Vegas;Men's Athletic Footwear;$40,00 ;425;$ 17.000;$13.600 ;20%;In-store;;;
West Gear;1128299;9/1/2021;West;Nevada;Las Vegas;Women's Street Footwear;$40,00 ;425;$ 17.000;$11.050 ;35%;In-store;;;
West Gear;1128299;6/2/2021;West;Nevada;Las Vegas;Women's Athletic Footwear;$40,00 ;275;$ 11.000;$7.700 ;30%;In-store;;;
West Gear;1128299;22/3/2020;West;Colorado;Denver;Men's Apparel;$45,00 ;225;$ 10.125;$5.063 ;50%;In-store;;;
West Gear;1128299;12/12/2020;West;Colorado;Denver;Women's Apparel;$40,00 ;475;$ 19.000;$16.150 ;15%;In-store;;;
West Gear;1128299;3/4/2021;West;Colorado;Denver;Men's Street Footwear;$30,00 ;525;$ 15.750;$10.238 ;35%;In-store;;;
West Gear;1128299;24/12/2020;West;Colorado;Denver;Men's Athletic Footwear;$40,00 ;425;$ 17.000;$13.600 ;20%;In-store;;;
West Gear;1128299;30/12/2021;West;Colorado;Denver;Women's Street Footwear;$40,00 ;425;$ 17.000;$11.050 ;35%;In-store;;;
West Gear;1128299;13/7/2021;West;Colorado;Denver;Women's Athletic Footwear;$40,00 ;275;$ 11.000;$7.700 ;30%;In-store;;;
West Gear;1128299;2/2/2021;West;Colorado;Denver;Men's Apparel;$45,00 ;200;$ 9.000;$4.500 ;50%;In-store;;;
West Gear;1128299;26/6/2021;West;Colorado;Denver;Women's Apparel;$40,00 ;400;$ 16.000;$13.600 ;15%;In-store;;;
West Gear;1128299;6/9/2020;West;Colorado;Denver;Men's Street Footwear;$40,00 ;550;$ 22.000;$14.300 ;35%;In-store;;;
West Gear;1128299;1/1/2020;West;Colorado;Denver;Men's Athletic Footwear;$50,00 ;400;$ 20.000;$16.000 ;20%;In-store;;;
West Gear;1128299;9/12/2020;West;Colorado;Denver;Women's Street Footwear;$55,00 ;400;$ 22.000;$14.300 ;35%;In-store;;;
West Gear;1128299;9/7/2020;West;Colorado;Denver;Women's Athletic Footwear;$55,00 ;300;$ 16.500;$11.550 ;30%;In-store;;;
West Gear;1128299;7/5/2021;West;Colorado;Denver;Men's Apparel;$60,00 ;150;$ 9.000;$4.500 ;50%;In-store;;;
West Gear;1128299;25/3/2021;West;Colorado;Denver;Women's Apparel;$55,00 ;350;$ 19.250;$16.363 ;15%;In-store;;;
West Gear;1128299;14/1/2020;West;Colorado;Denver;Men's Street Footwear;$60,00 ;525;$ 31.500;$20.475 ;35%;In-store;;;
West Gear;1128299;3/4/2020;West;Colorado;Denver;Men's Athletic Footwear;$65,00 ;325;$ 21.125;$16.900 ;20%;In-store;;;
West Gear;1128299;28/8/2021;West;Colorado;Denver;Women's Street Footwear;$65,00 ;375;$ 24.375;$15.844 ;35%;In-store;;;
West Gear;1128299;14/8/2020;West;Colorado;Denver;Women's Athletic Footwear;$60,00 ;275;$ 16.500;$11.550 ;30%;In-store;;;
West Gear;1128299;9/8/2021;West;Colorado;Denver;Men's Apparel;$65,00 ;175;$ 11.375;$5.688 ;50%;In-store;;;
West Gear;1128299;22/9/2021;West;Colorado;Denver;Women's Apparel;$80,00 ;325;$ 26.000;$22.100 ;15%;In-store;;;
West Gear;1128299;20/1/2020;West;Colorado;Denver;Men's Street Footwear;$60,00 ;525;$ 31.500;$15.750 ;50%;In-store;;;
West Gear;1128299;1/12/2020;West;Colorado;Denver;Men's Athletic Footwear;$65,00 ;375;$ 24.375;$15.844 ;35%;In-store;;;
West Gear;1128299;1/8/2020;West;Colorado;Denver;Women's Street Footwear;$65,00 ;375;$ 24.375;$12.188 ;50%;In-store;;;
West Gear;1128299;7/2/2021;West;Colorado;Denver;Women's Athletic Footwear;$60,00 ;275;$ 16.500;$9.075 ;45%;In-store;;;
West Gear;1128299;7/12/2021;West;Colorado;Denver;Men's Apparel;$65,00 ;175;$ 11.375;$3.981 ;65%;In-store;;;
West Gear;1128299;1/11/2021;West;Colorado;Denver;Women's Apparel;$80,00 ;475;$ 38.000;$26.600 ;30%;In-store;;;
West Gear;1128299;25/8/2020;West;Colorado;Denver;Men's Street Footwear;$60,00 ;725;$ 43.500;$21.750 ;50%;In-store;;;
West Gear;1128299;23/2/2020;West;Colorado;Denver;Men's Athletic Footwear;$65,00 ;575;$ 37.375;$24.294 ;35%;In-store;;;
West Gear;1128299;24/3/2021;West;Colorado;Denver;Women's Street Footwear;$65,00 ;575;$ 37.375;$18.688 ;50%;In-store;;;
West Gear;1128299;17/4/2020;West;Colorado;Denver;Women's Athletic Footwear;$65,00 ;450;$ 29.250;$16.088 ;45%;In-store;;;
West Gear;1128299;26/4/2020;West;Colorado;Denver;Men's Apparel;$70,00 ;325;$ 22.750;$7.963 ;65%;In-store;;;
West Gear;1128299;3/1/2020;West;Colorado;Denver;Women's Apparel;$85,00 ;625;$ 53.125;$37.188 ;30%;In-store;;;
West Gear;1128299;28/1/2021;West;Colorado;Denver;Men's Street Footwear;$65,00 ;775;$ 50.375;$27.706 ;45%;In-store;;;
West Gear;1128299;1/1/2020;West;Colorado;Denver;Men's Athletic Footwear;$70,00 ;625;$ 43.750;$30.625 ;30%;In-store;;;
West Gear;1128299;9/2/2021;West;Colorado;Denver;Women's Street Footwear;$70,00 ;575;$ 40.250;$22.138 ;45%;In-store;;;
West Gear;1128299;21/6/2021;West;Colorado;Denver;Women's Athletic Footwear;$65,00 ;475;$ 30.875;$18.525 ;40%;In-store;;;
West Gear;1128299;18/4/2020;West;Colorado;Denver;Men's Apparel;$70,00 ;525;$ 36.750;$14.700 ;60%;In-store;;;
West Gear;1128299;22/12/2021;West;Colorado;Denver;Women's Apparel;$85,00 ;525;$ 44.625;$33.469 ;25%;In-store;;;
West Gear;1128299;2/2/2020;West;Colorado;Denver;Men's Street Footwear;$70,00 ;725;$ 50.750;$27.913 ;45%;In-store;;;
West Gear;1128299;1/5/2020;West;Colorado;Denver;Men's Athletic Footwear;$75,00 ;675;$ 50.625;$35.438 ;30%;In-store;;;
West Gear;1128299;22/4/2021;West;Colorado;Denver;Women's Street Footwear;$70,00 ;550;$ 38.500;$21.175 ;45%;In-store;;;
West Gear;1128299;25/5/2020;West;Colorado;Denver;Women's Athletic Footwear;$70,00 ;500;$ 35.000;$21.000 ;40%;In-store;;;
West Gear;1128299;28/11/2021;West;Colorado;Denver;Men's Apparel;$75,00 ;500;$ 37.500;$15.000 ;60%;In-store;;;
West Gear;1128299;11/6/2021;West;Colorado;Denver;Women's Apparel;$80,00 ;400;$ 32.000;$24.000 ;25%;In-store;;;
West Gear;1128299;7/4/2020;West;Colorado;Denver;Men's Street Footwear;$65,00 ;600;$ 39.000;$23.400 ;40%;In-store;;;
West Gear;1128299;6/1/2020;West;Colorado;Denver;Men's Athletic Footwear;$70,00 ;600;$ 42.000;$31.500 ;25%;In-store;;;
West Gear;1128299;15/12/2021;West;Colorado;Denver;Women's Street Footwear;$65,00 ;450;$ 29.250;$17.550 ;40%;In-store;;;
West Gear;1128299;26/6/2020;West;Colorado;Denver;Women's Athletic Footwear;$65,00 ;400;$ 26.000;$16.900 ;35%;In-store;;;
West Gear;1128299;21/12/2021;West;Colorado;Denver;Men's Apparel;$75,00 ;400;$ 30.000;$13.500 ;55%;In-store;;;
West Gear;1128299;5/6/2020;West;Colorado;Denver;Women's Apparel;$70,00 ;425;$ 29.750;$23.800 ;20%;In-store;;;
West Gear;1128299;30/6/2020;West;Colorado;Denver;Men's Street Footwear;$55,00 ;525;$ 28.875;$17.325 ;40%;In-store;;;
West Gear;1128299;5/8/2021;West;Colorado;Denver;Men's Athletic Footwear;$60,00 ;525;$ 31.500;$23.625 ;25%;In-store;;;
West Gear;1128299;22/6/2021;West;Colorado;Denver;Women's Street Footwear;$55,00 ;350;$ 19.250;$11.550 ;40%;In-store;;;
West Gear;1128299;21/1/2021;West;Colorado;Denver;Women's Athletic Footwear;$55,00 ;325;$ 17.875;$11.619 ;35%;In-store;;;
West Gear;1128299;13/6/2020;West;Colorado;Denver;Men's Apparel;$65,00 ;300;$ 19.500;$8.775 ;55%;In-store;;;
West Gear;1128299;13/10/2021;West;Colorado;Denver;Women's Apparel;$70,00 ;350;$ 24.500;$19.600 ;20%;In-store;;;
West Gear;1128299;14/4/2021;West;Colorado;Denver;Men's Street Footwear;$55,00 ;575;$ 31.625;$18.975 ;40%;In-store;;;
West Gear;1128299;9/1/2021;West;Colorado;Denver;Men's Athletic Footwear;$60,00 ;575;$ 34.500;$25.875 ;25%;In-store;;;
West Gear;1128299;18/1/2020;West;Colorado;Denver;Women's Street Footwear;$55,00 ;425;$ 23.375;$14.025 ;40%;In-store;;;
West Gear;1128299;10/9/2020;West;Colorado;Denver;Women's Athletic Footwear;$65,00 ;400;$ 26.000;$16.900 ;35%;In-store;;;
West Gear;1128299;18/4/2021;West;Colorado;Denver;Men's Apparel;$75,00 ;375;$ 28.125;$12.656 ;55%;In-store;;;
West Gear;1128299;2/10/2021;West;Colorado;Denver;Women's Apparel;$80,00 ;500;$ 40.000;$32.000 ;20%;In-store;;;
West Gear;1128299;8/6/2021;West;Colorado;Denver;Men's Street Footwear;$65,00 ;700;$ 45.500;$27.300 ;40%;In-store;;;
West Gear;1128299;27/12/2020;West;Colorado;Denver;Men's Athletic Footwear;$70,00 ;700;$ 49.000;$36.750 ;25%;In-store;;;
West Gear;1128299;27/11/2021;West;Colorado;Denver;Women's Street Footwear;$65,00 ;500;$ 32.500;$19.500 ;40%;In-store;;;
West Gear;1128299;7/8/2020;West;Colorado;Denver;Women's Athletic Footwear;$65,00 ;500;$ 32.500;$21.125 ;35%;In-store;;;
West Gear;1128299;26/7/2020;West;Colorado;Denver;Men's Apparel;$75,00 ;425;$ 31.875;$14.344 ;55%;In-store;;;
West Gear;1128299;17/1/2021;West;Colorado;Denver;Women's Apparel;$80,00 ;525;$ 42.000;$33.600 ;20%;In-store;;;
West Gear;1128299;28/3/2020;West;Colorado;Denver;Men's Street Footwear;$40,00 ;450;$ 18.000;$12.600 ;30%;In-store;;;
West Gear;1128299;17/1/2020;West;Colorado;Denver;Men's Athletic Footwear;$50,00 ;450;$ 22.500;$16.875 ;25%;In-store;;;
West Gear;1128299;3/12/2021;West;Colorado;Denver;Women's Street Footwear;$50,00 ;450;$ 22.500;$16.875 ;25%;In-store;;;
West Gear;1128299;27/5/2020;West;Colorado;Denver;Women's Athletic Footwear;$50,00 ;300;$ 15.000;$10.500 ;30%;In-store;;;
West Gear;1128299;18/4/2020;West;Washington;Seattle;Men's Apparel;$55,00 ;250;$ 13.750;$10.313 ;25%;In-store;;;
West Gear;1128299;23/6/2020;West;Washington;Seattle;Women's Apparel;$50,00 ;500;$ 25.000;$20.000 ;20%;In-store;;;
West Gear;1128299;28/9/2020;West;Washington;Seattle;Men's Street Footwear;$40,00 ;550;$ 22.000;$15.400 ;30%;In-store;;;
West Gear;1128299;17/12/2020;West;Washington;Seattle;Men's Athletic Footwear;$50,00 ;450;$ 22.500;$16.875 ;25%;In-store;;;
West Gear;1128299;4/4/2020;West;Washington;Seattle;Women's Street Footwear;$50,00 ;450;$ 22.500;$16.875 ;25%;In-store;;;
West Gear;1128299;19/10/2020;West;Washington;Seattle;Women's Athletic Footwear;$50,00 ;300;$ 15.000;$10.500 ;30%;In-store;;;
West Gear;1128299;19/9/2021;West;Washington;Seattle;Men's Apparel;$55,00 ;225;$ 12.375;$9.281 ;25%;In-store;;;
West Gear;1128299;20/11/2020;West;Washington;Seattle;Women's Apparel;$50,00 ;425;$ 21.250;$17.000 ;20%;In-store;;;
West Gear;1128299;4/3/2020;West;Washington;Seattle;Men's Street Footwear;$50,00 ;575;$ 28.750;$20.125 ;30%;In-store;;;
West Gear;1128299;3/5/2020;West;Washington;Seattle;Men's Athletic Footwear;$60,00 ;425;$ 25.500;$19.125 ;25%;In-store;;;
West Gear;1128299;19/8/2021;West;Washington;Seattle;Women's Street Footwear;$65,00 ;425;$ 27.625;$20.719 ;25%;In-store;;;
West Gear;1128299;5/11/2021;West;Washington;Seattle;Women's Athletic Footwear;$65,00 ;325;$ 21.125;$14.788 ;30%;In-store;;;
West Gear;1128299;19/3/2021;West;Washington;Seattle;Men's Apparel;$70,00 ;175;$ 12.250;$9.188 ;25%;In-store;;;
West Gear;1128299;15/11/2020;West;Washington;Seattle;Women's Apparel;$65,00 ;375;$ 24.375;$19.500 ;20%;In-store;;;
West Gear;1128299;19/2/2020;West;Washington;Seattle;Men's Street Footwear;$70,00 ;550;$ 38.500;$26.950 ;30%;In-store;;;
West Gear;1128299;2/7/2020;West;Washington;Seattle;Men's Athletic Footwear;$75,00 ;350;$ 26.250;$19.688 ;25%;In-store;;;
West Gear;1128299;9/8/2020;West;Washington;Seattle;Women's Street Footwear;$75,00 ;400;$ 30.000;$22.500 ;25%;In-store;;;
West Gear;1128299;5/12/2020;West;Washington;Seattle;Women's Athletic Footwear;$60,00 ;300;$ 18.000;$12.600 ;30%;In-store;;;
West Gear;1128299;23/8/2021;West;Washington;Seattle;Men's Apparel;$65,00 ;200;$ 13.000;$9.750 ;25%;In-store;;;
West Gear;1128299;1/3/2020;West;Washington;Seattle;Women's Apparel;$80,00 ;350;$ 28.000;$22.400 ;20%;In-store;;;
West Gear;1128299;12/5/2020;West;Washington;Seattle;Men's Street Footwear;$60,00 ;550;$ 33.000;$23.100 ;30%;In-store;;;
West Gear;1128299;18/6/2021;West;Washington;Seattle;Men's Athletic Footwear;$65,00 ;400;$ 26.000;$19.500 ;25%;In-store;;;
West Gear;1128299;23/8/2020;West;Washington;Seattle;Women's Street Footwear;$65,00 ;400;$ 26.000;$19.500 ;25%;In-store;;;
West Gear;1128299;5/10/2021;West;Washington;Seattle;Women's Athletic Footwear;$60,00 ;300;$ 18.000;$12.600 ;30%;In-store;;;
West Gear;1128299;11/7/2020;West;Washington;Seattle;Men's Apparel;$65,00 ;200;$ 13.000;$9.750 ;25%;In-store;;;
West Gear;1128299;25/5/2020;West;Washington;Seattle;Women's Apparel;$80,00 ;500;$ 40.000;$32.000 ;20%;In-store;;;
West Gear;1128299;5/6/2020;West;Washington;Seattle;Men's Street Footwear;$75,00 ;750;$ 56.250;$39.375 ;30%;In-store;;;
West Gear;1128299;2/11/2021;West;Washington;Seattle;Men's Athletic Footwear;$80,00 ;625;$ 50.000;$37.500 ;25%;In-store;;;
West Gear;1128299;24/4/2020;West;Washington;Seattle;Women's Street Footwear;$80,00 ;625;$ 50.000;$37.500 ;25%;In-store;;;
West Gear;1128299;28/5/2021;West;Washington;Seattle;Women's Athletic Footwear;$80,00 ;500;$ 40.000;$28.000 ;30%;In-store;;;
West Gear;1128299;8/1/2020;West;Washington;Seattle;Men's Apparel;$85,00 ;375;$ 31.875;$23.906 ;25%;In-store;;;
West Gear;1128299;29/4/2020;West;Washington;Seattle;Women's Apparel;$100,00 ;675;$ 67.500;$54.000 ;20%;In-store;;;
West Gear;1128299;28/5/2021;West;Washington;Seattle;Men's Street Footwear;$80,00 ;825;$ 66.000;$46.200 ;30%;In-store;;;
West Gear;1128299;5/1/2020;West;Washington;Seattle;Men's Athletic Footwear;$85,00 ;675;$ 57.375;$43.031 ;25%;In-store;;;
West Gear;1128299;25/8/2021;West;Washington;Seattle;Women's Street Footwear;$85,00 ;625;$ 53.125;$39.844 ;25%;In-store;;;
West Gear;1128299;11/7/2021;West;Washington;Seattle;Women's Athletic Footwear;$80,00 ;525;$ 42.000;$29.400 ;30%;In-store;;;
West Gear;1128299;12/8/2020;West;Washington;Seattle;Men's Apparel;$85,00 ;575;$ 48.875;$36.656 ;25%;In-store;;;
West Gear;1128299;22/8/2020;West;Washington;Seattle;Women's Apparel;$100,00 ;575;$ 57.500;$46.000 ;20%;In-store;;;
West Gear;1128299;17/3/2020;West;Washington;Seattle;Men's Street Footwear;$85,00 ;775;$ 65.875;$46.113 ;30%;In-store;;;
West Gear;1128299;14/6/2021;West;Washington;Seattle;Men's Athletic Footwear;$80,00 ;750;$ 60.000;$45.000 ;25%;In-store;;;
West Gear;1128299;29/12/2020;West;Washington;Seattle;Women's Street Footwear;$75,00 ;625;$ 46.875;$35.156 ;25%;In-store;;;
West Gear;1128299;21/2/2021;West;Washington;Seattle;Women's Athletic Footwear;$75,00 ;575;$ 43.125;$30.188 ;30%;In-store;;;
West Gear;1128299;2/7/2020;West;Washington;Seattle;Men's Apparel;$75,00 ;575;$ 43.125;$32.344 ;25%;In-store;;;
West Gear;1128299;27/10/2020;West;Washington;Seattle;Women's Apparel;$80,00 ;400;$ 32.000;$25.600 ;20%;In-store;;;
West Gear;1128299;7/10/2021;West;Washington;Seattle;Men's Street Footwear;$70,00 ;600;$ 42.000;$29.400 ;30%;In-store;;;
West Gear;1128299;25/12/2021;West;Washington;Seattle;Men's Athletic Footwear;$75,00 ;600;$ 45.000;$33.750 ;25%;In-store;;;
West Gear;1128299;25/2/2020;West;Washington;Seattle;Women's Street Footwear;$70,00 ;450;$ 31.500;$23.625 ;25%;In-store;;;
West Gear;1128299;1/9/2020;West;Washington;Seattle;Women's Athletic Footwear;$70,00 ;400;$ 28.000;$19.600 ;30%;In-store;;;
West Gear;1128299;23/7/2021;West;Washington;Seattle;Men's Apparel;$80,00 ;425;$ 34.000;$25.500 ;25%;In-store;;;
West Gear;1128299;25/2/2021;West;Washington;Seattle;Women's Apparel;$65,00 ;450;$ 29.250;$23.400 ;20%;In-store;;;
West Gear;1128299;22/1/2020;West;Washington;Seattle;Men's Street Footwear;$60,00 ;550;$ 33.000;$23.100 ;30%;In-store;;;
West Gear;1128299;11/5/2021;West;Washington;Seattle;Men's Athletic Footwear;$65,00 ;550;$ 35.750;$26.813 ;25%;In-store;;;
West Gear;1128299;30/3/2020;West;Washington;Seattle;Women's Street Footwear;$60,00 ;375;$ 22.500;$16.875 ;25%;In-store;;;
West Gear;1128299;1/9/2020;West;Washington;Seattle;Women's Athletic Footwear;$60,00 ;350;$ 21.000;$14.700 ;30%;In-store;;;
West Gear;1128299;5/12/2020;West;Washington;Seattle;Men's Apparel;$70,00 ;325;$ 22.750;$17.063 ;25%;In-store;;;
West Gear;1128299;8/11/2021;West;Washington;Seattle;Women's Apparel;$75,00 ;375;$ 28.125;$22.500 ;20%;In-store;;;
West Gear;1128299;27/5/2020;West;Washington;Seattle;Men's Street Footwear;$60,00 ;600;$ 36.000;$25.200 ;30%;In-store;;;
West Gear;1128299;29/7/2021;West;Washington;Seattle;Men's Athletic Footwear;$65,00 ;625;$ 40.625;$30.469 ;25%;In-store;;;
West Gear;1128299;27/9/2020;West;Washington;Seattle;Women's Street Footwear;$60,00 ;475;$ 28.500;$21.375 ;25%;In-store;;;
West Gear;1128299;27/1/2020;West;Washington;Seattle;Women's Athletic Footwear;$70,00 ;450;$ 31.500;$22.050 ;30%;In-store;;;
West Gear;1128299;2/3/2020;West;Washington;Seattle;Men's Apparel;$90,00 ;425;$ 38.250;$28.688 ;25%;In-store;;;
